Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
3004,81.73,56.67,245516.92,170236.68,75280.24
2117,47.45,31.79,100451.65,67299.43,33152.22
6969,255.28,159.42,1779046.32,1110997.98,668048.34
532,109.28,35.84,58136.96,19066.88,39070.08
2811,109.28,35.84,307186.08,100746.24,206439.84
5843,109.28,35.84,638523.04,209413.12,429109.92
8696,437.2,263.33,3801891.2,2289917.68,1511973.52
2467,668.27,502.54,1648622.09,1239766.18,408855.91
5286,9.33,6.92,49318.38,36579.12,12739.26
7316,109.28,35.84,799492.48,262205.44,537287.04
5747,152.58,97.44,876877.26,559987.68,316889.58
9804,9.33,6.92,91471.32,67843.68,23627.64
5742,421.89,364.69,2422492.38,2094049.98,328442.4
1847,255.28,159.42,471502.16,294448.74,177053.42
3436,154.06,90.93,529350.16,312435.48,216914.68
7858,109.28,35.84,858722.24,281630.72,577091.52
9492,421.89,364.69,4004579.88,3461637.48,542942.4
4750,109.28,35.84,519080,170240,348840
7074,109.28,35.84,773046.72,253532.16,519514.56
1938,154.06,90.93,298568.28,176222.34,122345.94
1847,668.27,502.54,1234294.69,928191.38,306103.31
1337,154.06,90.93,205978.22,121573.41,84404.81
1975,651.21,524.96,1286139.75,1036796,249343.75
7360,154.06,90.93,1133881.6,669244.8,464636.8
8121,255.28,159.42,2073128.88,1294649.82,778479.06
6921,152.58,97.44,1056006.18,674382.24,381623.94
3450,651.21,524.96,2246674.5,1811112,435562.5
9434,47.45,31.79,447643.3,299906.86,147736.44
3626,255.28,159.42,925645.28,578056.92,347588.36
6814,81.73,56.67,556908.22,386149.38,170758.84
6813,255.28,159.42,1739222.64,1086128.46,653094.18
3473,154.06,90.93,535050.38,315799.89,219250.49
3675,81.73,56.67,300357.75,208262.25,92095.5
6328,668.27,502.54,4228812.56,3180073.12,1048739.44
7375,421.89,364.69,3111438.75,2689588.75,421850
4791,109.28,35.84,523560.48,171709.44,351851.04
3579,9.33,6.92,33392.07,24766.68,8625.39
776,651.21,524.96,505338.96,407368.96,97970
450,205.7,117.11,92565,52699.5,39865.5
8698,651.21,524.96,5664224.58,4566102.08,1098122.5
8652,255.28,159.42,2208682.56,1379301.84,829380.72
5471,205.7,117.11,1125384.7,640708.81,484675.89
1349,152.58,97.44,205830.42,131446.56,74383.86
509,421.89,364.69,214742.01,185627.21,29114.8
4206,437.2,263.33,1838863.2,1107565.98,731297.22
5725,109.28,35.84,625628,205184,420444
5385,437.2,263.33,2354322,1418032.05,936289.95
5535,154.06,90.93,852722.1,503297.55,349424.55
5553,47.45,31.79,263489.85,176529.87,86959.98
6851,668.27,502.54,4578317.77,3442901.54,1135416.23
7872,9.33,6.92,73445.76,54474.24,18971.52
9088,255.28,159.42,2319984.64,1448808.96,871175.68
8006,421.89,364.69,3377651.34,2919708.14,457943.2
4161,437.2,263.33,1819189.2,1095716.13,723473.07
4120,437.2,263.33,1801264,1084919.6,716344.4
6482,109.28,35.84,708352.96,232314.88,476038.08
6878,437.2,263.33,3007061.6,1811183.74,1195877.86
2967,154.06,90.93,457096.02,269789.31,187306.71
9443,154.06,90.93,1454788.58,858651.99,596136.59
3029,47.45,31.79,143726.05,96291.91,47434.14
7480,205.7,117.11,1538636,875982.8,662653.2
8582,651.21,524.96,5588684.22,4505206.72,1083477.5
9153,109.28,35.84,1000239.84,328043.52,672196.32
4041,81.73,56.67,330270.93,229003.47,101267.46
5126,651.21,524.96,3338102.46,2690944.96,647157.5
6319,109.28,35.84,690540.32,226472.96,464067.36
8563,152.58,97.44,1306542.54,834378.72,472163.82
4831,255.28,159.42,1233257.68,770158.02,463099.66
5128,421.89,364.69,2163451.92,1870130.32,293321.6
1491,651.21,524.96,970954.11,782715.36,188238.75
2985,109.28,35.84,326200.8,106982.4,219218.4
711,421.89,364.69,299963.79,259294.59,40669.2
2799,421.89,364.69,1180870.11,1020767.31,160102.8
9408,668.27,502.54,6287084.16,4727896.32,1559187.84
7732,668.27,502.54,5167063.64,3885639.28,1281424.36
6995,205.7,117.11,1438871.5,819184.45,619687.05
3450,668.27,502.54,2305531.5,1733763,571768.5
5385,109.28,35.84,588472.8,192998.4,395474.4
8116,152.58,97.44,1238339.28,790823.04,447516.24
8993,437.2,263.33,3931739.6,2368126.69,1563612.91
2395,437.2,263.33,1047094,630675.35,416418.65
4733,152.58,97.44,722161.14,461183.52,260977.62
9450,421.89,364.69,3986860.5,3446320.5,540540
2019,47.45,31.79,95801.55,64184.01,31617.54
4946,9.33,6.92,46146.18,34226.32,11919.86
2766,9.33,6.92,25806.78,19140.72,6666.06
7046,109.28,35.84,769986.88,252528.64,517458.24
1386,421.89,364.69,584739.54,505460.34,79279.2
6415,205.7,117.11,1319565.5,751260.65,568304.85
4795,205.7,117.11,986331.5,561542.45,424789.05
6217,255.28,159.42,1587075.76,991114.14,595961.62
2405,437.2,263.33,1051466,633308.65,418157.35
2115,255.28,159.42,539917.2,337173.3,202743.9
6133,81.73,56.67,501250.09,347557.11,153692.98
2275,154.06,90.93,350486.5,206865.75,143620.75
390,205.7,117.11,80223,45672.9,34550.1
7359,205.7,117.11,1513746.3,861812.49,651933.81
2092,205.7,117.11,430324.4,244994.12,185330.28
532,255.28,159.42,135808.96,84811.44,50997.52
653,81.73,56.67,53369.69,37005.51,16364.18
7459,668.27,502.54,4984625.93,3748445.86,1236180.07
7986,668.27,502.54,5336804.22,4013284.44,1323519.78
6302,9.33,6.92,58797.66,43609.84,15187.82
8506,152.58,97.44,1297845.48,828824.64,469020.84
7727,152.58,97.44,1178985.66,752918.88,426066.78
9126,81.73,56.67,745867.98,517170.42,228697.56
4897,9.33,6.92,45689.01,33887.24,11801.77
9262,255.28,159.42,2364403.36,1476548.04,887855.32
3476,255.28,159.42,887353.28,554143.92,333209.36
826,205.7,117.11,169908.2,96732.86,73175.34
1628,9.33,6.92,15189.24,11265.76,3923.48
8233,154.06,90.93,1268375.98,748626.69,519749.29
18,437.2,263.33,7869.6,4739.94,3129.66
8397,154.06,90.93,1293641.82,763539.21,530102.61
1810,421.89,364.69,763620.9,660088.9,103532
732,205.7,117.11,150572.4,85724.52,64847.88
2667,109.28,35.84,291449.76,95585.28,195864.48
7152,81.73,56.67,584532.96,405303.84,179229.12
754,437.2,263.33,329648.8,198550.82,131097.98
2071,421.89,364.69,873734.19,755272.99,118461.2
6734,152.58,97.44,1027473.72,656160.96,371312.76
2403,437.2,263.33,1050591.6,632781.99,417809.61
3772,421.89,364.69,1591369.08,1375610.68,215758.4
7563,668.27,502.54,5054126.01,3800710.02,1253415.99
7532,668.27,502.54,5033409.64,3785131.28,1248278.36
9464,205.7,117.11,1946744.8,1108329.04,838415.76
6177,668.27,502.54,4127903.79,3104189.58,1023714.21
2521,47.45,31.79,119621.45,80142.59,39478.86
373,421.89,364.69,157364.97,136029.37,21335.6
3646,668.27,502.54,2436512.42,1832260.84,604251.58
3283,47.45,31.79,155778.35,104366.57,51411.78
2256,421.89,364.69,951783.84,822740.64,129043.2
570,81.73,56.67,46586.1,32301.9,14284.2
263,437.2,263.33,114983.6,69255.79,45727.81
400,81.73,56.67,32692,22668,10024
2081,421.89,364.69,877953.09,758919.89,119033.2
3436,255.28,159.42,877142.08,547767.12,329374.96
4626,109.28,35.84,505529.28,165795.84,339733.44
2842,668.27,502.54,1899223.34,1428218.68,471004.66
7310,437.2,263.33,3195932,1924942.3,1270989.7
4283,205.7,117.11,881013.1,501582.13,379430.97
2048,668.27,502.54,1368616.96,1029201.92,339415.04
5922,421.89,364.69,2498432.58,2159694.18,338738.4
3254,152.58,97.44,496495.32,317069.76,179425.56
8423,255.28,159.42,2150223.44,1342794.66,807428.78
7841,205.7,117.11,1612893.7,918259.51,694634.19
4951,154.06,90.93,762751.06,450194.43,312556.63
5225,668.27,502.54,3491710.75,2625771.5,865939.25
1169,205.7,117.11,240463.3,136901.59,103561.71
7319,154.06,90.93,1127565.14,665516.67,462048.47
5242,154.06,90.93,807582.52,476655.06,330927.46
8537,152.58,97.44,1302575.46,831845.28,470730.18
7834,154.06,90.93,1206906.04,712345.62,494560.42
5793,421.89,364.69,2444008.77,2112649.17,331359.6
2108,109.28,35.84,230362.24,75550.72,154811.52
8502,421.89,364.69,3586908.78,3100594.38,486314.4
3729,437.2,263.33,1630318.8,981957.57,648361.23
8577,152.58,97.44,1308678.66,835742.88,472935.78
861,152.58,97.44,131371.38,83895.84,47475.54
432,205.7,117.11,88862.4,50591.52,38270.88
4168,109.28,35.84,455479.04,149381.12,306097.92
982,81.73,56.67,80258.86,55649.94,24608.92
6814,668.27,502.54,4553591.78,3424307.56,1129284.22
9640,668.27,502.54,6442122.8,4844485.6,1597637.2
4463,9.33,6.92,41639.79,30883.96,10755.83
8321,255.28,159.42,2124184.88,1326533.82,797651.06
5280,668.27,502.54,3528465.6,2653411.2,875054.4
1438,651.21,524.96,936439.98,754892.48,181547.5
9927,47.45,31.79,471036.15,315579.33,155456.82
5906,9.33,6.92,55102.98,40869.52,14233.46
1569,152.58,97.44,239398.02,152883.36,86514.66
1139,668.27,502.54,761159.53,572393.06,188766.47
5871,255.28,159.42,1498748.88,935954.82,562794.06
9051,81.73,56.67,739738.23,512920.17,226818.06
996,81.73,56.67,81403.08,56443.32,24959.76
4056,81.73,56.67,331496.88,229853.52,101643.36
7609,668.27,502.54,5084866.43,3823826.86,1261039.57
3067,437.2,263.33,1340892.4,807633.11,533259.29
8873,255.28,159.42,2265099.44,1414533.66,850565.78
5500,651.21,524.96,3581655,2887280,694375
453,437.2,263.33,198051.6,119288.49,78763.11
3268,154.06,90.93,503468.08,297159.24,206308.84
512,154.06,90.93,78878.72,46556.16,32322.56
785,651.21,524.96,511199.85,412093.6,99106.25
9715,668.27,502.54,6492243.05,4882176.1,1610066.95
4965,437.2,263.33,2170698,1307433.45,863264.55
1226,152.58,97.44,187063.08,119461.44,67601.64
5222,668.27,502.54,3489705.94,2624263.88,865442.06
708,421.89,364.69,298698.12,258200.52,40497.6
3471,47.45,31.79,164698.95,110343.09,54355.86
6327,109.28,35.84,691414.56,226759.68,464654.88
4125,421.89,364.69,1740296.25,1504346.25,235950
8745,109.28,35.84,955653.6,313420.8,642232.8
4098,152.58,97.44,625272.84,399309.12,225963.72
1127,9.33,6.92,10514.91,7798.84,2716.07
2805,205.7,117.11,576988.5,328493.55,248494.95
9138,109.28,35.84,998600.64,327505.92,671094.72
2160,437.2,263.33,944352,568792.8,375559.2
940,421.89,364.69,396576.6,342808.6,53768
6576,668.27,502.54,4394543.52,3304703.04,1089840.48
7199,668.27,502.54,4810875.73,3617785.46,1193090.27
2968,205.7,117.11,610517.6,347582.48,262935.12
1078,152.58,97.44,164481.24,105040.32,59440.92
750,421.89,364.69,316417.5,273517.5,42900
8241,668.27,502.54,5507213.07,4141432.14,1365780.93
1836,152.58,97.44,280136.88,178899.84,101237.04
6852,651.21,524.96,4462090.92,3597025.92,865065
639,668.27,502.54,427024.53,321123.06,105901.47
7576,205.7,117.11,1558383.2,887225.36,671157.84
4075,81.73,56.67,333049.75,230930.25,102119.5
3577,651.21,524.96,2329378.17,1877781.92,451596.25
1556,81.73,56.67,127171.88,88178.52,38993.36
518,255.28,159.42,132235.04,82579.56,49655.48
4998,81.73,56.67,408486.54,283236.66,125249.88
6563,437.2,263.33,2869343.6,1728234.79,1141108.81
8813,154.06,90.93,1357730.78,801366.09,556364.69
2378,152.58,97.44,362835.24,231712.32,131122.92
9917,205.7,117.11,2039926.9,1161379.87,878547.03
1125,109.28,35.84,122940,40320,82620
7723,205.7,117.11,1588621.1,904440.53,684180.57
8469,81.73,56.67,692171.37,479938.23,212233.14
4146,9.33,6.92,38682.18,28690.32,9991.86
2573,421.89,364.69,1085522.97,938347.37,147175.6
3599,9.33,6.92,33578.67,24905.08,8673.59
4103,81.73,56.67,335338.19,232517.01,102821.18
2996,154.06,90.93,461563.76,272426.28,189137.48
6221,81.73,56.67,508442.33,352544.07,155898.26
1752,152.58,97.44,267320.16,170714.88,96605.28
4593,255.28,159.42,1172501.04,732216.06,440284.98
1781,81.73,56.67,145561.13,100929.27,44631.86
7382,9.33,6.92,68874.06,51083.44,17790.62
7496,9.33,6.92,69937.68,51872.32,18065.36
5252,437.2,263.33,2296174.4,1383009.16,913165.24
5812,437.2,263.33,2541006.4,1530473.96,1010532.44
1367,668.27,502.54,913525.09,686972.18,226552.91
6142,81.73,56.67,501985.66,348067.14,153918.52
1392,437.2,263.33,608582.4,366555.36,242027.04
402,154.06,90.93,61932.12,36553.86,25378.26
3489,255.28,159.42,890671.92,556216.38,334455.54
3004,205.7,117.11,617922.8,351798.44,266124.36
8325,9.33,6.92,77672.25,57609,20063.25
863,9.33,6.92,8051.79,5971.96,2079.83
9061,668.27,502.54,6055194.47,4553514.94,1501679.53
3393,255.28,159.42,866165.04,540912.06,325252.98
1364,109.28,35.84,149057.92,48885.76,100172.16
2509,437.2,263.33,1096934.8,660694.97,436239.83
3396,109.28,35.84,371114.88,121712.64,249402.24
2623,421.89,364.69,1106617.47,956581.87,150035.6
5821,109.28,35.84,636118.88,208624.64,427494.24
651,154.06,90.93,100293.06,59195.43,41097.63
1805,651.21,524.96,1175434.05,947552.8,227881.25
6006,152.58,97.44,916395.48,585224.64,331170.84
7010,651.21,524.96,4564982.1,3679969.6,885012.5
602,47.45,31.79,28564.9,19137.58,9427.32
9601,255.28,159.42,2450943.28,1530591.42,920351.86
8854,9.33,6.92,82607.82,61269.68,21338.14
242,437.2,263.33,105802.4,63725.86,42076.54
7675,437.2,263.33,3355510,2021057.75,1334452.25
2097,668.27,502.54,1401362.19,1053826.38,347535.81
6480,47.45,31.79,307476,205999.2,101476.8
830,205.7,117.11,170731,97201.3,73529.7
7182,154.06,90.93,1106458.92,653059.26,453399.66
4605,668.27,502.54,3077383.35,2314196.7,763186.65
4196,205.7,117.11,863117.2,491393.56,371723.64
4086,421.89,364.69,1723842.54,1490123.34,233719.2
4436,81.73,56.67,362554.28,251388.12,111166.16
2438,9.33,6.92,22746.54,16870.96,5875.58
7315,47.45,31.79,347096.75,232543.85,114552.9
5324,651.21,524.96,3467042.04,2794887.04,672155
4749,205.7,117.11,976869.3,556155.39,420713.91
908,421.89,364.69,383076.12,331138.52,51937.6
1150,109.28,35.84,125672,41216,84456
9854,154.06,90.93,1518107.24,896024.22,622083.02
3433,437.2,263.33,1500907.6,904011.89,596895.71
5328,668.27,502.54,3560542.56,2677533.12,883009.44
1012,668.27,502.54,676289.24,508570.48,167718.76
2991,9.33,6.92,27906.03,20697.72,7208.31
5801,205.7,117.11,1193265.7,679355.11,513910.59
1009,205.7,117.11,207551.3,118163.99,89387.31
2215,255.28,159.42,565445.2,353115.3,212329.9
46,651.21,524.96,29955.66,24148.16,5807.5
7166,152.58,97.44,1093388.28,698255.04,395133.24
3266,47.45,31.79,154971.7,103826.14,51145.56
70,152.58,97.44,10680.6,6820.8,3859.8
6333,437.2,263.33,2768787.6,1667668.89,1101118.71
2840,47.45,31.79,134758,90283.6,44474.4
7410,154.06,90.93,1141584.6,673791.3,467793.3
9891,81.73,56.67,808391.43,560522.97,247868.46
7162,81.73,56.67,585350.26,405870.54,179479.72
8136,154.06,90.93,1253432.16,739806.48,513625.68
8753,668.27,502.54,5849367.31,4398732.62,1450634.69
6989,9.33,6.92,65207.37,48363.88,16843.49
7848,255.28,159.42,2003437.44,1251128.16,752309.28
8365,154.06,90.93,1288711.9,760629.45,528082.45
2609,255.28,159.42,666025.52,415926.78,250098.74
6678,9.33,6.92,62305.74,46211.76,16093.98
3702,81.73,56.67,302564.46,209792.34,92772.12
8842,9.33,6.92,82495.86,61186.64,21309.22
4290,81.73,56.67,350621.7,243114.3,107507.4
4270,81.73,56.67,348987.1,241980.9,107006.2
37,421.89,364.69,15609.93,13493.53,2116.4
4877,9.33,6.92,45502.41,33748.84,11753.57
9107,668.27,502.54,6085934.89,4576631.78,1509303.11
5077,668.27,502.54,3392806.79,2551395.58,841411.21
2165,205.7,117.11,445340.5,253543.15,191797.35
1784,421.89,364.69,752651.76,650606.96,102044.8
2375,421.89,364.69,1001988.75,866138.75,135850
4412,668.27,502.54,2948407.24,2217206.48,731200.76
5400,421.89,364.69,2278206,1969326,308880
4875,9.33,6.92,45483.75,33735,11748.75
9404,9.33,6.92,87739.32,65075.68,22663.64
7587,109.28,35.84,829107.36,271918.08,557189.28
5053,47.45,31.79,239764.85,160634.87,79129.98
9462,668.27,502.54,6323170.74,4755033.48,1568137.26
5509,437.2,263.33,2408534.8,1450684.97,957849.83
9915,437.2,263.33,4334838,2610916.95,1723921.05
6436,668.27,502.54,4300985.72,3234347.44,1066638.28
859,437.2,263.33,375554.8,226200.47,149354.33
6000,421.89,364.69,2531340,2188140,343200
6708,437.2,263.33,2932737.6,1766417.64,1166319.96
4864,152.58,97.44,742149.12,473948.16,268200.96
4377,109.28,35.84,478318.56,156871.68,321446.88
6191,154.06,90.93,953785.46,562947.63,390837.83
3280,47.45,31.79,155636,104271.2,51364.8
5647,668.27,502.54,3773720.69,2837843.38,935877.31
5330,668.27,502.54,3561879.1,2678538.2,883340.9
1395,205.7,117.11,286951.5,163368.45,123583.05
4941,668.27,502.54,3301922.07,2483050.14,818871.93
4099,421.89,364.69,1729327.11,1494864.31,234462.8
9029,9.33,6.92,84240.57,62480.68,21759.89
6923,109.28,35.84,756545.44,248120.32,508425.12
7006,81.73,56.67,572600.38,397030.02,175570.36
5531,651.21,524.96,3601842.51,2903553.76,698288.75
787,81.73,56.67,64321.51,44599.29,19722.22
8088,109.28,35.84,883856.64,289873.92,593982.72
4785,255.28,159.42,1221514.8,762824.7,458690.1
5258,109.28,35.84,574594.24,188446.72,386147.52
5916,255.28,159.42,1510236.48,943128.72,567107.76
203,437.2,263.33,88751.6,53455.99,35295.61
3593,255.28,159.42,917221.04,572796.06,344424.98
8590,81.73,56.67,702060.7,486795.3,215265.4
9730,668.27,502.54,6502267.1,4889714.2,1612552.9
8581,9.33,6.92,80060.73,59380.52,20680.21
8741,152.58,97.44,1333701.78,851723.04,481978.74
840,9.33,6.92,7837.2,5812.8,2024.4
7540,152.58,97.44,1150453.2,734697.6,415755.6
8533,9.33,6.92,79612.89,59048.36,20564.53
5541,152.58,97.44,845445.78,539915.04,305530.74
7322,47.45,31.79,347428.9,232766.38,114662.52
4659,668.27,502.54,3113469.93,2341333.86,772136.07
5372,651.21,524.96,3498300.12,2820085.12,678215
9307,205.7,117.11,1914449.9,1089942.77,824507.13
3347,152.58,97.44,510685.26,326131.68,184553.58
6400,651.21,524.96,4167744,3359744,808000
4411,47.45,31.79,209301.95,140225.69,69076.26
5351,152.58,97.44,816455.58,521401.44,295054.14
4228,437.2,263.33,1848481.6,1113359.24,735122.36
8075,154.06,90.93,1244034.5,734259.75,509774.75
962,47.45,31.79,45646.9,30581.98,15064.92
8986,651.21,524.96,5851773.06,4717290.56,1134482.5
5277,437.2,263.33,2307104.4,1389592.41,917511.99
4997,421.89,364.69,2108184.33,1822355.93,285828.4
337,109.28,35.84,36827.36,12078.08,24749.28
5523,152.58,97.44,842699.34,538161.12,304538.22
1807,205.7,117.11,371699.9,211617.77,160082.13
2477,154.06,90.93,381606.62,225233.61,156373.01
7850,81.73,56.67,641580.5,444859.5,196721
275,421.89,364.69,116019.75,100289.75,15730
9131,205.7,117.11,1878246.7,1069331.41,808915.29
5830,47.45,31.79,276633.5,185335.7,91297.8
8813,81.73,56.67,720286.49,499432.71,220853.78
8555,81.73,56.67,699200.15,484811.85,214388.3
2561,651.21,524.96,1667748.81,1344422.56,323326.25
366,421.89,364.69,154411.74,133476.54,20935.2
8538,255.28,159.42,2179580.64,1361127.96,818452.68
5676,9.33,6.92,52957.08,39277.92,13679.16
7409,154.06,90.93,1141430.54,673700.37,467730.17
1399,9.33,6.92,13052.67,9681.08,3371.59
2338,437.2,263.33,1022173.6,615665.54,406508.06
6949,109.28,35.84,759386.72,249052.16,510334.56
8988,255.28,159.42,2294456.64,1432866.96,861589.68
4241,421.89,364.69,1789235.49,1546650.29,242585.2
5524,437.2,263.33,2415092.8,1454634.92,960457.88
7688,9.33,6.92,71729.04,53200.96,18528.08
2611,81.73,56.67,213397.03,147965.37,65431.66
4204,651.21,524.96,2737686.84,2206931.84,530755
3411,437.2,263.33,1491289.2,898218.63,593070.57
3204,205.7,117.11,659062.8,375220.44,283842.36
3589,651.21,524.96,2337192.69,1884081.44,453111.25
6602,9.33,6.92,61596.66,45685.84,15910.82
1310,81.73,56.67,107066.3,74237.7,32828.6
8811,651.21,524.96,5737811.31,4625422.56,1112388.75
7236,668.27,502.54,4835601.72,3636379.44,1199222.28
6746,205.7,117.11,1387652.2,790024.06,597628.14
4533,421.89,364.69,1912427.37,1653139.77,259287.6
9821,651.21,524.96,6395533.41,5155632.16,1239901.25
8864,81.73,56.67,724454.72,502322.88,222131.84
9949,154.06,90.93,1532742.94,904662.57,628080.37
8394,437.2,263.33,3669856.8,2210392.02,1459464.78
1546,154.06,90.93,238176.76,140577.78,97598.98
3786,154.06,90.93,583271.16,344260.98,239010.18
1524,255.28,159.42,389046.72,242956.08,146090.64
8204,109.28,35.84,896533.12,294031.36,602501.76
9299,421.89,364.69,3923155.11,3391252.31,531902.8
7313,437.2,263.33,3197243.6,1925732.29,1271511.31
6783,421.89,364.69,2861679.87,2473692.27,387987.6
9277,81.73,56.67,758209.21,525727.59,232481.62
8392,47.45,31.79,398200.4,266781.68,131418.72
4759,9.33,6.92,44401.47,32932.28,11469.19
1039,255.28,159.42,265235.92,165637.38,99598.54
6924,152.58,97.44,1056463.92,674674.56,381789.36
4138,47.45,31.79,196348.1,131547.02,64801.08
1436,152.58,97.44,219104.88,139923.84,79181.04
9603,668.27,502.54,6417396.81,4825891.62,1591505.19
6458,668.27,502.54,4315687.66,3245403.32,1070284.34
1849,109.28,35.84,202058.72,66268.16,135790.56
2656,9.33,6.92,24780.48,18379.52,6400.96
7790,109.28,35.84,851291.2,279193.6,572097.6
3193,154.06,90.93,491913.58,290339.49,201574.09
6838,668.27,502.54,4569630.26,3436368.52,1133261.74
3732,421.89,364.69,1574493.48,1361023.08,213470.4
910,651.21,524.96,592601.1,477713.6,114887.5
2439,205.7,117.11,501702.3,285631.29,216071.01
4418,109.28,35.84,482799.04,158341.12,324457.92
9977,255.28,159.42,2546928.56,1590533.34,956395.22
4277,255.28,159.42,1091832.56,681839.34,409993.22
9510,205.7,117.11,1956207,1113716.1,842490.9
9900,154.06,90.93,1525194,900207,624987
6703,152.58,97.44,1022743.74,653140.32,369603.42
3203,81.73,56.67,261781.19,181514.01,80267.18
